,name,platform,year_of_release,genre,publisher,developer,rating
13543,BlowOut,PlayStation 2,2003,Shooter,Zoo Digital Publishing,Terminal Reality,T
13544,NFL Blitz Pro,PlayStation 2,2003,Sports,Midway Games,Midway,E
13545,NFL Blitz Pro,PlayStation 2,2003,Sports,Midway Games,Midway,E
13546,NFL Blitz Pro,PlayStation 2,2003,Sports,Midway Games,Midway,E
13547,Tiger Woods PGA Tour 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
13548,Tiger Woods PGA Tour 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
13549,Tiger Woods PGA Tour 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
13550,Tiger Woods PGA Tour 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
13555,Pinball Hall of Fame: The Gottlieb Collection,PlayStation Portable,2005,Misc,Play It,Farsight Studios,E
13556,Pinball Hall of Fame: The Gottlieb Collection,PlayStation Portable,2005,Misc,Play It,Farsight Studios,E
13558,Disgaea: Afternoon of Darkness,PlayStation Portable,2006,Role-Playing,Tecmo Koei,Nippon Ichi Software,T
13566,SSX On Tour,PlayStation Portable,2005,Sports,Electronic Arts,EA Montreal,E
13567,SSX On Tour,PlayStation Portable,2005,Sports,Electronic Arts,EA Montreal,E
13568,SSX On Tour,PlayStation Portable,2005,Sports,Electronic Arts,EA Montreal,E
13569,SSX On Tour,PlayStation Portable,2005,Sports,Electronic Arts,EA Montreal,E
13573,Rune Factory: Tides of Destiny,PlayStation 3,2011,Role-Playing,Marvelous Interactive,Neverland,E10+
13574,Ys Seven,PlayStation Portable,2009,Role-Playing,Falcom Corporation,Falcom,T
13575,Ys Seven,PlayStation Portable,2009,Role-Playing,Falcom Corporation,Falcom,T
13578,Lumines: Electronic Symphony,PlayStation Vita,2012,Misc,Ubisoft,Q Entertainment,E
13579,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,Vicarious Visions,E10+
13580,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,Vicarious Visions,E10+
13581,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,Vicarious Visions,E10+
13582,The Polar Express,PlayStation 2,2004,Adventure,THQ,Blue Tongue,E
13583,The Polar Express,PlayStation 2,2004,Adventure,THQ,Blue Tongue,E
13587,Valhalla Knights 2,PlayStation Portable,2008,Role-Playing,Rising Star Games,K2,E10+
13590,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,Yager,M
13591,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,Yager,M
13592,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,Yager,M
13594,NBA ShootOut 2003,PlayStation 2,2002,Sports,Sony Computer Entertainment,SCEA,E
13603,Rogue Ops,PlayStation 2,2003,Action,Kemco,Bits Studios,M
13604,Rogue Ops,PlayStation 2,2003,Action,Kemco,Bits Studios,M
13605,Rogue Ops,PlayStation 2,2003,Action,Kemco,Bits Studios,M
13611,F1 2014,Xbox 360,2014,Racing,Codemasters,Codemasters Birmingham,E
13612,F1 2014,Xbox 360,2014,Racing,Codemasters,Codemasters Birmingham,E
13613,F1 2014,Xbox 360,2014,Racing,Codemasters,Codemasters Birmingham,E
13615,Legion: The Legend of Excalibur,PlayStation 2,2002,Action,Midway Games,7 Studios,M
13627,Spartan: Total Warrior,PlayStation 2,2005,Action,Sega,Creative Assembly,M
13628,Spartan: Total Warrior,PlayStation 2,2005,Action,Sega,Creative Assembly,M
13629,Spartan: Total Warrior,PlayStation 2,2005,Action,Sega,Creative Assembly,M
13641,Justice League Heroes,PlayStation Portable,2006,Role-Playing,Eidos Interactive,Snowblind Studios,T
13642,Justice League Heroes,PlayStation Portable,2006,Role-Playing,Eidos Interactive,Snowblind Studios,T
13643,Justice League Heroes,PlayStation Portable,2006,Role-Playing,Eidos Interactive,Snowblind Studios,T
13644,Justice League Heroes,PlayStation Portable,2006,Role-Playing,Eidos Interactive,Snowblind Studios,T
13646,Conflict: Vietnam,Xbox,2004,Shooter,SCi,Pivotal Games,M
13647,Conflict: Vietnam,Xbox,2004,Shooter,SCi,Pivotal Games,M
13648,Conflict: Vietnam,Xbox,2004,Shooter,SCi,Pivotal Games,M
13650,Whirl Tour,PlayStation 2,2002,Sports,Crave Entertainment,Papaya Studios,E
13651,Whirl Tour,PlayStation 2,2002,Sports,Crave Entertainment,Papaya Studios,E
13658,Skies of Arcadia Legends,GameCube,2002,Role-Playing,Atari,Overworks,T
13664,Breath of Fire,Game Boy Advance,2001,Role-Playing,Ubisoft,Capcom,E
13666,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,Piranha Bytes,M
13667,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,Piranha Bytes,M
13668,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,Piranha Bytes,M
13677,NCAA Football 2005,GameCube,2004,Sports,Electronic Arts,EA Sports,E
13678,NCAA Football 2005,GameCube,2004,Sports,Electronic Arts,EA Sports,E
13679,NCAA Football 2005,GameCube,2004,Sports,Electronic Arts,EA Sports,E
13680,Hamtaro: Ham-Ham Games,Game Boy Advance,2004,Sports,Nintendo,Alphadream Corporation,E
13684,Soul Sacrifice Delta,PlayStation Vita,2014,Action,Sony Computer Entertainment,SCE Japan Studio,M
13686,NASCAR 2011: The Game,Wii,2011,Racing,Activision,Eutechnyx,E
13687,NASCAR 2011: The Game,Wii,2011,Racing,Activision,Eutechnyx,E
13690,Spider-Man: Edge of Time,PlayStation 3,2011,Action,Activision,Beenox,T
13691,Spider-Man: Edge of Time,PlayStation 3,2011,Action,Activision,Beenox,T
13692,Spider-Man: Edge of Time,PlayStation 3,2011,Action,Activision,Beenox,T
13696,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,Tecmo Koei Games,T
13698,Galactic Wrestling: Featuring Ultimate Muscle,PlayStation 2,2004,Fighting,Namco Bandai Games,Aki Corp.,T
13699,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,EA Canada,T
13700,Dino Stalker,PlayStation 2,2002,Shooter,Capcom,Capcom,M
13705,Mega Man Zero 3,Game Boy Advance,2004,Platform,Capcom,Inti,E
13706,Super Swing Golf,Wii,2006,Sports,Nintendo,"Tecmo, Ntreev Soft",E10+
13707,G-Force,PlayStation 3,2009,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
13708,G-Force,PlayStation 3,2009,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
13709,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,"Image Epoch, Imageepoch",T
13711,Shinobi,3DS,2011,Platform,Sega,Griptonite Games,T
13712,Shinobi,3DS,2011,Platform,Sega,Griptonite Games,T
13714,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,Vicarious Visions,E
13715,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,Vicarious Visions,E
13716,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,Vicarious Visions,E
13717,Risen 2: Dark Waters,PlayStation 3,2012,Role-Playing,Deep Silver,Piranha Bytes,M
13718,Risen 2: Dark Waters,PlayStation 3,2012,Role-Playing,Deep Silver,Piranha Bytes,M
13719,Risen 2: Dark Waters,PlayStation 3,2012,Role-Playing,Deep Silver,Piranha Bytes,M
13720,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,Backbone Entertainment,E10+
13723,MotoGP 09/10,PlayStation 3,2010,Racing,Capcom,Monumental Games,E
13724,MotoGP 09/10,PlayStation 3,2010,Racing,Capcom,Monumental Games,E
13725,The Lord of the Rings: The Third Age,Game Boy Advance,2004,Role-Playing,Electronic Arts,Griptonite Games,T
13726,The Lord of the Rings: The Third Age,Game Boy Advance,2004,Role-Playing,Electronic Arts,Griptonite Games,T
13727,Dinosaur King,DS,2007,Strategy,Sega,Climax Entertainment,E
13728,The Suffering,Xbox,2004,Action,Midway Games,Surreal Software,M
13729,The Suffering,Xbox,2004,Action,Midway Games,Surreal Software,M
13730,The Suffering,Xbox,2004,Action,Midway Games,Surreal Software,M
13732,Tetris Worlds,GameCube,2002,Puzzle,THQ,Radical Entertainment,E
13733,Tetris Worlds,GameCube,2002,Puzzle,THQ,Radical Entertainment,E
13734,Tetris Worlds,GameCube,2002,Puzzle,THQ,Radical Entertainment,E
13735,Tetris Worlds,GameCube,2002,Puzzle,THQ,Radical Entertainment,E
13741,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,Maxis,T
13743,Viewtiful Joe 2,GameCube,2004,Action,Capcom,Clover Studio,T
13744,Viewtiful Joe 2,GameCube,2004,Action,Capcom,Clover Studio,T
13753,Child of Eden,PlayStation 3,2011,Shooter,Ubisoft,Q Entertainment,E10+
13754,Child of Eden,PlayStation 3,2011,Shooter,Ubisoft,Q Entertainment,E10+
13759,Touch the Dead,DS,2007,Shooter,Eidos Interactive,Secret Stash Games,M
13763,Jackass the Game,PlayStation Portable,2007,Action,Empire Interactive,Sidhe Interactive,M
13764,Jackass the Game,PlayStation Portable,2007,Action,Empire Interactive,Sidhe Interactive,M
13765,Jackass the Game,PlayStation Portable,2007,Action,Empire Interactive,Sidhe Interactive,M
13766,Ragnarok DS,DS,2008,Role-Playing,GungHo,GungHo,E10+
13774,Magna Carta: Tears of Blood,PlayStation 2,2004,Role-Playing,505 Games,SoftMax,T
13775,All-Star Baseball 2002,GameCube,2001,Sports,Acclaim Entertainment,Acclaim,E
13776,All-Star Baseball 2002,GameCube,2001,Sports,Acclaim Entertainment,Acclaim,E
13778,Capcom vs. SNK,Dreamcast,2000,Fighting,Virgin Interactive,Capcom,T
13779,Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009,Misc,Crave Entertainment,Farsight Studios,E10+
13780,Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009,Misc,Crave Entertainment,Farsight Studios,E10+
13781,Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009,Misc,Crave Entertainment,Farsight Studios,E10+
13783,Dishonored 2,Xbox One,2016,Action,Bethesda Softworks,Arkane Studios,M
13784,Dishonored 2,Xbox One,2016,Action,Bethesda Softworks,Arkane Studios,M
13785,Dishonored 2,Xbox One,2016,Action,Bethesda Softworks,Arkane Studios,M
13786,Asphalt: Injection,PlayStation Vita,2011,Action,Ubisoft,Ubisoft,E10+
13788,From Russia With Love,GameCube,2005,Action,Electronic Arts,Electronic Arts,T
13789,From Russia With Love,GameCube,2005,Action,Electronic Arts,Electronic Arts,T
13790,From Russia With Love,GameCube,2005,Action,Electronic Arts,Electronic Arts,T
13791,From Russia With Love,GameCube,2005,Action,Electronic Arts,Electronic Arts,T
13793,Guitar Hero: Smash Hits,PlayStation 2,2009,Misc,Activision,Beenox,T
13794,Guitar Hero: Smash Hits,PlayStation 2,2009,Misc,Activision,Beenox,T
13795,Guitar Hero: Smash Hits,PlayStation 2,2009,Misc,Activision,Beenox,T
13796,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Sports,E
13797,NFL Quarterback Club 2002,PlayStation 2,2001,Sports,Acclaim Entertainment,Acclaim,E
13798,NFL Quarterback Club 2002,PlayStation 2,2001,Sports,Acclaim Entertainment,Acclaim,E
13799,NCAA Basketball 09,Xbox 360,2008,Sports,Electronic Arts,EA Canada,E
13800,NCAA Basketball 09,Xbox 360,2008,Sports,Electronic Arts,EA Canada,E
13802,Shin Megami Tensei: Persona,PlayStation Portable,2009,Role-Playing,Atlus,ITL,T
13804,Lords of the Fallen,Xbox One,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
13805,Lords of the Fallen,Xbox One,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
13806,Lords of the Fallen,Xbox One,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
13807,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
13808,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
13809,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
13811,Growlanser: Heritage of War,PlayStation 2,2006,Role-Playing,Rising Star Games,Career Soft,T
13812,Ben 10 Alien Force: Vilgax Attacks,Xbox 360,2009,Action,D3Publisher,Papaya Studios,E10+
13814,Rugby 2004,PlayStation 2,2003,Sports,Electronic Arts,HB Studios Multimedia,E
13815,Rugby 2004,PlayStation 2,2003,Sports,Electronic Arts,HB Studios Multimedia,E
13819,NBA 06,PlayStation Portable,2005,Sports,Sony Computer Entertainment,SCEA Sports Studio,E
13820,NBA 06,PlayStation Portable,2005,Sports,Sony Computer Entertainment,SCEA Sports Studio,E
13821,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,AQ Interactive,E
13822,Naruto: Ninja Council,Game Boy Advance,2003,Action,Tomy Corporation,Aspect,E10+
13824,Tropico 3,Xbox 360,2009,Strategy,Kalypso Media,Haemimont,T
13825,Tropico 3,Xbox 360,2009,Strategy,Kalypso Media,Haemimont,T
13827,Deadly Creatures,Wii,2009,Action,THQ,Rainbow Studios,T
13828,Naruto Shippuden: Ultimate Ninja Storm Revolution,Xbox 360,2014,Fighting,Namco Bandai Games,CyberConnect2,T
13829,Naruto Shippuden: Ultimate Ninja Storm Revolution,Xbox 360,2014,Fighting,Namco Bandai Games,CyberConnect2,T
13832,Dead Island,PC,2011,Action,Deep Silver,Techland,M
13833,Dead Island,PC,2011,Action,Deep Silver,Techland,M
13834,Dead Island,PC,2011,Action,Deep Silver,Techland,M
13835,NFL 2K3,GameCube,2002,Sports,Sega,Visual Concepts,E
13836,NFL 2K3,GameCube,2002,Sports,Sega,Visual Concepts,E
13844,Hunted: The Demon's Forge,Xbox 360,2011,Action,Bethesda Softworks,InXile Entertainment,M
13845,Hunted: The Demon's Forge,Xbox 360,2011,Action,Bethesda Softworks,InXile Entertainment,M
13846,Hunted: The Demon's Forge,Xbox 360,2011,Action,Bethesda Softworks,InXile Entertainment,M
13854,Britney's Dance Beat,Game Boy Advance,2002,Misc,THQ,Art,E
13855,Britney's Dance Beat,Game Boy Advance,2002,Misc,THQ,Art,E
13856,Shrek SuperSlam,GameCube,2005,Action,Activision,Shaba Games,E10+
13857,Shrek SuperSlam,GameCube,2005,Action,Activision,Shaba Games,E10+
13858,Shrek SuperSlam,GameCube,2005,Action,Activision,Shaba Games,E10+
13859,Full Auto,Xbox 360,2006,Shooter,Sega,Pseudo Interactive,T
13861,Herdy Gerdy,PlayStation 2,2002,Adventure,Eidos Interactive,Core Design Ltd.,E
13863,Afrika,PlayStation 3,2008,Adventure,Unknown,Rhino Studios,E10+
13875,Over G Fighters,Xbox 360,2006,Simulation,Ubisoft,Taito Corporation,T
13881,Hot Shots Tennis: Get a Grip,PlayStation Portable,2010,Sports,Sony Computer Entertainment,Clap Hanz,E
13885,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,LucasArts,T
13886,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,LucasArts,T
13887,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,LucasArts,T
13888,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,LucasArts,T
13889,The Dukes of Hazzard: Return of the General Lee,PlayStation 2,2004,Racing,Ubisoft,Ratbag,E
13890,The Dukes of Hazzard: Return of the General Lee,PlayStation 2,2004,Racing,Ubisoft,Ratbag,E
13895,Crash 'N' Burn,PlayStation 2,2004,Racing,Eidos Interactive,Climax Group,T
13896,Crash 'N' Burn,PlayStation 2,2004,Racing,Eidos Interactive,Climax Group,T
13897,NBA,PlayStation Portable,2005,Sports,Sony Computer Entertainment,989 Sports,E
13905,Disaster Report,PlayStation 2,2002,Action,Agetec,Irem,T
13907,Armored Core V,Xbox 360,2012,Simulation,Namco Bandai Games,From Software,T
13908,Armored Core V,Xbox 360,2012,Simulation,Namco Bandai Games,From Software,T
13910,College Hoops 2K7,Xbox 360,2006,Sports,Take-Two Interactive,2K Sports,E
13911,College Hoops 2K7,Xbox 360,2006,Sports,Take-Two Interactive,2K Sports,E
13912,College Hoops 2K7,Xbox 360,2006,Sports,Take-Two Interactive,2K Sports,E
13918,Rampage: Total Destruction,Wii,2006,Action,Midway Games,"Pipeworks Software, Inc.",E10+
13919,Rampage: Total Destruction,Wii,2006,Action,Midway Games,"Pipeworks Software, Inc.",E10+
13920,Rampage: Total Destruction,Wii,2006,Action,Midway Games,"Pipeworks Software, Inc.",E10+
13923,The Bard's Tale,PlayStation 2,2004,Role-Playing,Ubisoft,InXile Entertainment,T
13924,The Bard's Tale,PlayStation 2,2004,Role-Playing,Ubisoft,InXile Entertainment,T
13925,The Bard's Tale,PlayStation 2,2004,Role-Playing,Ubisoft,InXile Entertainment,T
13929,Robotech: The Macross Saga,Game Boy Advance,2002,Shooter,TDK Mediactive,Lucky Chicken,E
13934,Conflict Zone,PlayStation 2,2002,Strategy,Ubisoft,MASA Group,T
13935,Conflict Zone,PlayStation 2,2002,Strategy,Ubisoft,MASA Group,T
13937,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,Intelligent Systems,T
13938,The Bureau: XCOM Declassified,Xbox 360,2013,Shooter,Take-Two Interactive,2K Marin,M
13939,The Bureau: XCOM Declassified,Xbox 360,2013,Shooter,Take-Two Interactive,2K Marin,M
13940,The Bureau: XCOM Declassified,Xbox 360,2013,Shooter,Take-Two Interactive,2K Marin,M
13941,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,EA DICE,T
13942,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,EA DICE,T
13943,BloodRayne,Xbox,2002,Shooter,Universal Interactive,Terminal Reality,M
13944,BloodRayne,Xbox,2002,Shooter,Universal Interactive,Terminal Reality,M
13945,BloodRayne,Xbox,2002,Shooter,Universal Interactive,Terminal Reality,M
13946,BloodRayne,Xbox,2002,Shooter,Universal Interactive,Terminal Reality,M
13950,NHL 2K6,Xbox,2005,Sports,Take-Two Interactive,2K Sports,E10+
13951,NHL 2K6,Xbox,2005,Sports,Take-Two Interactive,2K Sports,E10+
13952,NHL 2K6,Xbox,2005,Sports,Take-Two Interactive,2K Sports,E10+
13954,Tenchu: Return From Darkness,Xbox,2004,Action,Activision,K2 LLC,M
13955,World Poker Tour,PlayStation 2,2005,Misc,Take-Two Interactive,Coresoft,T
13956,World Poker Tour,PlayStation 2,2005,Misc,Take-Two Interactive,Coresoft,T
13957,World Poker Tour,PlayStation 2,2005,Misc,Take-Two Interactive,Coresoft,T
13958,Neo Contra,PlayStation 2,2004,Shooter,Konami Digital Entertainment,KCET,M
13959,MVP Baseball,PlayStation Portable,2005,Sports,Electronic Arts,EA Canada,E
13962,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,Vicarious Visions,E
13963,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,Vicarious Visions,E
13969,Viewtiful Joe 2,PlayStation 2,2004,Action,Capcom,Clover Studio,T
13970,Viewtiful Joe 2,PlayStation 2,2004,Action,Capcom,Clover Studio,T
13973,Pac-Man World 3,PlayStation 2,2005,Platform,Namco Bandai Games,Blitz Games,E
13974,Pac-Man World 3,PlayStation 2,2005,Platform,Namco Bandai Games,Blitz Games,E
13975,Pac-Man World 3,PlayStation 2,2005,Platform,Namco Bandai Games,Blitz Games,E
13976,Pac-Man World 3,PlayStation 2,2005,Platform,Namco Bandai Games,Blitz Games,E
13977,Pac-Man World 3,PlayStation 2,2005,Platform,Namco Bandai Games,Blitz Games,E
13978,50 Cent: Blood on the Sand,Xbox 360,2009,Shooter,THQ,Swordfish Studios,M
13979,50 Cent: Blood on the Sand,Xbox 360,2009,Shooter,THQ,Swordfish Studios,M
13981,Journey,PlayStation 3,2012,Adventure,Sony Computer Entertainment Europe,ThatGameCompany,E
13982,Journey,PlayStation 3,2012,Adventure,Sony Computer Entertainment Europe,ThatGameCompany,E
13984,SBK X: Superbike World Championship,PlayStation 3,2010,Racing,Black Bean Games,Milestone S.r.l,E10+
13991,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,Ganbarion,T
13992,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13993,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13994,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13995,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13996,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13997,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13998,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
13999,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
14000,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
14001,HBO Boxing,PlayStation,2000,Fighting,Acclaim Entertainment,Osiris Studios,E
14005,Darkwatch,Xbox,2005,Shooter,Ubisoft,High Moon Studios,M
14006,Darkwatch,Xbox,2005,Shooter,Ubisoft,High Moon Studios,M
14007,Disgaea D2: A Brighter Darkness,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T
14009,Maximo vs Army of Zin,PlayStation 2,2003,Platform,Capcom,Capcom,T
14012,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,Ubisoft Quebec,M
14013,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,Ubisoft Quebec,M
14014,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,Ubisoft Quebec,M
14018,Summoner 2,PlayStation 2,2002,Role-Playing,THQ,Volition Inc.,T
14022,Shadow of Destiny,PlayStation 2,2001,Adventure,Konami Digital Entertainment,Konami,T
14023,Shadow of Destiny,PlayStation 2,2001,Adventure,Konami Digital Entertainment,Konami,T
14026,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,Team Ninja,T
14035,World of Final Fantasy,PlayStation Vita,2016,Role-Playing,Square Enix,Square Enix,E10+
14036,World of Final Fantasy,PlayStation Vita,2016,Role-Playing,Square Enix,Square Enix,E10+
14037,Danganronpa Another Episode: Ultra Despair Girls,PlayStation Vita,2014,Action,Nippon Ichi Software,Spike Chunsoft,M
14038,Danganronpa Another Episode: Ultra Despair Girls,PlayStation Vita,2014,Action,Nippon Ichi Software,Spike Chunsoft,M
14039,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,Konami,E
14040,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,Konami,E
14041,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,Konami,E
14042,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,Konami,E
14043,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,Krome Studios,E10+
14044,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,Krome Studios,E10+
14047,The Wolf Among Us,PlayStation 4,2014,Adventure,Telltale Games,Telltale Games,M
14048,Cursed Mountain,Wii,2009,Adventure,Deep Silver,"Deep Silver, Sproing Interactive Media, Sproing",M
14051,Age of Empires: Mythologies,DS,2008,Strategy,THQ,Griptonite Games,E10+
14052,SBK Superbike World Championship,Xbox 360,2008,Racing,Black Bean Games,Milestone S.r.l,E10+
14053,SBK Superbike World Championship,Xbox 360,2008,Racing,Black Bean Games,Milestone S.r.l,E10+
14054,Bionicle,GameCube,2003,Action,Electronic Arts,Argonaut Games,E
14055,Bionicle,GameCube,2003,Action,Electronic Arts,Argonaut Games,E
14057,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,n-Space,T
14060,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,WayForward,E
14064,Baja: Edge of Control,PlayStation 3,2008,Racing,THQ,2XL Games,E
14065,Baja: Edge of Control,PlayStation 3,2008,Racing,THQ,2XL Games,E
14066,G.I. Joe: The Rise of Cobra,PlayStation 3,2009,Action,Electronic Arts,Double Helix Games,T
14067,G.I. Joe: The Rise of Cobra,PlayStation 3,2009,Action,Electronic Arts,Double Helix Games,T
14068,G.I. Joe: The Rise of Cobra,PlayStation 3,2009,Action,Electronic Arts,Double Helix Games,T
14069,G.I. Joe: The Rise of Cobra,PlayStation 3,2009,Action,Electronic Arts,Double Helix Games,T
14072,UFC Undisputed 2010,PlayStation Portable,2010,Fighting,THQ,Yuke's,T
14073,UFC Undisputed 2010,PlayStation Portable,2010,Fighting,THQ,Yuke's,T
14074,UFC Undisputed 2010,PlayStation Portable,2010,Fighting,THQ,Yuke's,T
14075,World Series of Poker,PlayStation Portable,2005,Misc,Activision,Activision,E10+
14076,World Series of Poker,PlayStation Portable,2005,Misc,Activision,Activision,E10+
14077,Rayman Raving Rabbids,Xbox 360,2007,Misc,Ubisoft,Ubisoft Montpellier,E
14078,Rayman Raving Rabbids,Xbox 360,2007,Misc,Ubisoft,Ubisoft Montpellier,E
14079,Rayman Raving Rabbids,Xbox 360,2007,Misc,Ubisoft,Ubisoft Montpellier,E
14080,Rayman Raving Rabbids,Xbox 360,2007,Misc,Ubisoft,Ubisoft Montpellier,E
14081,Deus Ex: The Conspiracy,PlayStation 2,2002,Action,Eidos Interactive,Ion Storm,M
14082,Unreal II: The Awakening,Xbox,2004,Shooter,Atari,Tantalus Interactive,M
14083,Unreal II: The Awakening,Xbox,2004,Shooter,Atari,Tantalus Interactive,M
14084,Rumble Racing,PlayStation 2,2001,Racing,Electronic Arts,Electronic Arts,E
14085,Spider-Man: Web of Shadows,PlayStation 2,2008,Action,Activision,"Treyarch, Shaba Games",E10+
14086,Spider-Man: Web of Shadows,PlayStation 2,2008,Action,Activision,"Treyarch, Shaba Games",E10+
14087,Spider-Man: Web of Shadows,PlayStation 2,2008,Action,Activision,"Treyarch, Shaba Games",E10+
14088,Spider-Man: Web of Shadows,PlayStation 2,2008,Action,Activision,"Treyarch, Shaba Games",E10+
14089,Spider-Man: Web of Shadows,PlayStation 2,2008,Action,Activision,"Treyarch, Shaba Games",E10+
14090,Vampire Rain,Xbox 360,2007,Action,Microsoft Game Studios,Artoon,M
14091,Batman Begins,Xbox,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
14092,Batman Begins,Xbox,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
14093,Batman Begins,Xbox,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
14094,NBA Live 15,Xbox One,2014,Sports,Electronic Arts,EA Sports,E
14095,NBA Live 15,Xbox One,2014,Sports,Electronic Arts,EA Sports,E
14100,JSRF: Jet Set Radio Future,Xbox,2002,Action,Sega,Smilebit,T
14101,NHL Hitz 20-02,GameCube,2001,Sports,Midway Games,Midway,E
14102,NHL Hitz 20-02,GameCube,2001,Sports,Midway Games,Midway,E
14103,NHL Hitz 20-02,GameCube,2001,Sports,Midway Games,Midway,E
14104,Way of the Samurai 3,Xbox 360,2009,Action,Gamebridge,Acquire,M
14105,Way of the Samurai 3,Xbox 360,2009,Action,Gamebridge,Acquire,M
14106,NCAA Football 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
14107,NCAA Football 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
14108,NCAA Football 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
14114,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
14115,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
14116,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
14117,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
14118,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
14119,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
