,name,platform,year_of_release,genre,publisher,developer,rating
6789,Ys: Memories of Celceta,PlayStation Vita,2012,Action,Nihon Falcom Corporation,Falcom,T
6790,Britney's Dance Beat,PlayStation 2,2002,Misc,THQ,Metro Graphics,E
6795,Vexx,PlayStation 2,2003,Platform,Acclaim Entertainment,Acclaim Studios Austin,T
6796,Samurai Warriors 4,PlayStation 4,2014,Action,Tecmo Koei,Omega Force,T
6797,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,Project Aces,T
6800,TimeSplitters: Future Perfect,PlayStation 2,2005,Shooter,Electronic Arts,Free Radical Design,M
6801,Dynasty Warriors Next,PlayStation Vita,2011,Action,Tecmo Koei,Koei,T
6803,Harvest Moon: Magical Melody,GameCube,2005,Simulation,Ubisoft,Marvelous,E
6805,Genma Onimusha,Xbox,2002,Action,Capcom,Capcom,M
6806,DK: King of Swing,Game Boy Advance,2005,Platform,Nintendo,Paon Corporation,E
6808,Turning Point: Fall of Liberty,PlayStation 3,2008,Shooter,Codemasters,Spark Unlimited,T
6811,Homefront,PC,2011,Shooter,THQ,Digital Extremes,M
6812,Corvette,Xbox,2003,Racing,TDK Mediactive,Steel Monkeys,E
6813,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,Griptonite Games,E10+
6814,Fuel,PlayStation 3,2009,Racing,Codemasters,Asobo Studio,E
6815,NBA Live 10,PlayStation Portable,2009,Sports,Electronic Arts,EA Canada,E
6816,Burnout 2: Point of Impact,Xbox,2003,Racing,Acclaim Entertainment,Criterion Games,E
6817,Super Monkey Ball Deluxe,PlayStation 2,2005,Misc,Sega,Sega,E
6818,Kill.Switch,Xbox,2003,Shooter,Namco Bandai Games,Namco,T
6820,Lunar: Silver Star Harmony,PlayStation Portable,2009,Role-Playing,GungHo,Game Arts,T
6821,Peter Jackson's King Kong: The Official Game of the Movie,GameCube,2005,Action,Ubisoft,Ubisoft Montpellier,T
6822,Dancing With The Stars,Wii,2007,Misc,Activision,Zoe Mode,E10+
6825,The Simpsons: Road Rage,GameCube,2001,Racing,Electronic Arts,Radical Entertainment,T
6827,Dynasty Warriors 7,Xbox 360,2011,Action,Tecmo Koei,Omega Force,T
6829,Total War: Attila,PC,2015,Strategy,Sega,Creative Assembly,T
6830,Azurik: Rise of Perathia,Xbox,2001,Action,Microsoft Game Studios,Adrenium,T
6833,Dragon Ball Z: Sagas,Xbox,2005,Fighting,Atari,Avalanche Software,T
6835,AC/DC LIVE: Rock Band Track Pack,PlayStation 3,2008,Misc,MTV Games,Harmonix Music Systems,T
6836,Crash Tag Team Racing,PlayStation Portable,2005,Racing,Vivendi Games,Radical Entertainment,E10+
6842,Asura's Wrath,Xbox 360,2012,Action,Capcom,CyberConnect2,T
6843,Harvest Moon: Another Wonderful Life,GameCube,2004,Role-Playing,Marvelous Interactive,Marvelous,E
6852,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,h.a.n.d. Inc.,E
6853,NCAA College Basketball 2K3,PlayStation 2,2002,Sports,Sega,Kush Games,E
6855,NHL 17,Xbox One,2016,Sports,Electronic Arts,"EA Canada, EA Vancouver",E10+
6858,Bakugan: Battle Brawlers,Xbox 360,2009,Action,Activision,Now Production,E
6859,Fantastic 4,GameCube,2005,Action,Activision,7 Studios,T
6861,Tony Hawk's American Sk8land,Game Boy Advance,2005,Sports,Activision,Vicarious Visions,E
6863,Metro 2033,PC,2010,Shooter,THQ,4A Games,M
6869,Valhalla Knights,PlayStation Portable,2006,Role-Playing,Rising Star Games,K2 LLC,E10+
6875,The Adventures of Tintin: The Game,Xbox 360,2011,Action,Ubisoft,Ubisoft Montpellier,E10+
6878,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,Spike Chunsoft,E10+
6879,Zumba Fitness: World Party,Xbox One,2013,Misc,Majesco Entertainment,Zoe Mode,E
6880,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,"Image Epoch, Imageepoch",T
6882,4x4 EVO 2,Xbox,2001,Racing,Gathering of Developers,Terminal Reality,E
6886,Grand Theft Auto,Game Boy Advance,2004,Action,Take-Two Interactive,Digital Eclipse,M
6887,Avalon Code,DS,2008,Role-Playing,Rising Star Games,"Matrix Software, Marvelous Entertainment",E10+
6890,Dreamcast Collection,Xbox 360,2011,Misc,Sega,Sega,T
6891,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,Capcom,M
6892,Rocket League,Xbox One,2016,Sports,505 Games,Psyonix,E
6893,My Street,PlayStation 2,2003,Misc,Sony Computer Entertainment,Idol Minds,E
6894,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,Beenox,T
6896,Ghost Rider,PlayStation Portable,2007,Action,Take-Two Interactive,Climax Group,T
6897,Shadow Hearts: Covenant,PlayStation 2,2004,Role-Playing,Midway Games,Nautilus,T
6898,X-Men: Destiny,PlayStation 3,2011,Action,Activision,Silicon Knights,T
6899,Driver '76,PlayStation Portable,2007,Racing,Ubisoft,Sumo Digital,M
6901,Harry Potter and the Order of the Phoenix,PlayStation 3,2007,Action,Electronic Arts,EA Games,E10+
6902,Midway Arcade Treasures: Extended Play,PlayStation Portable,2005,Misc,Midway Games,Digital Eclipse,M
6909,Dynasty Warriors 6 Empires,Xbox 360,2009,Action,Tecmo Koei,Omega Force,T
6910,The Testament of Sherlock Holmes,PlayStation 3,2012,Adventure,Focus Home Interactive,Frogwares,M
6911,FIFA World Cup Germany 2006,Xbox,2006,Sports,Electronic Arts,EA Canada,E
6912,NBA Live 14,PlayStation 4,2013,Sports,Electronic Arts,EA Sports,E
6913,G.I. Joe: The Rise of Cobra,Xbox 360,2009,Action,Electronic Arts,Double Helix Games,T
6915,Game of Thrones,PlayStation 3,2012,Role-Playing,Focus Home Interactive,"Cyanide, Cyanide Studios",M
6917,LEGO Marvel's Avengers,Wii U,2016,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6918,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,Oxygen Interactive,E10+
6919,X-Men: Destiny,Xbox 360,2011,Action,Activision,Silicon Knights,T
6925,Pro Evolution Soccer 2014,Xbox 360,2013,Action,Konami Digital Entertainment,Konami,E
6930,Pure Futbol,PlayStation 3,2010,Sports,Ubisoft,Ubisoft Vancouver,E
6934,Afro Samurai,Xbox 360,2009,Action,Atari,"Namco Bandai Games America, Namco Bandai Games",M
6935,Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,2010,Role-Playing,Tecmo Koei,Gust,M
6936,NASCAR 08,PlayStation 2,2007,Racing,Electronic Arts,EA Tiburon,E
6937,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,Revolution Software,T
6938,Divinity II: Ego Draconis,Xbox 360,2009,Role-Playing,DTP Entertainment,Larian Studios,M
6939,Birds of Steel,PlayStation 3,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment,T
6940,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,WBIE,T
6941,Bakugan: Battle Brawlers,PlayStation 3,2009,Action,Activision,Now Production,E
6942,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,TOSE,E10+
6943,Karaoke Revolution Volume 2,PlayStation 2,2004,Misc,Konami Digital Entertainment,Harmonix Music Systems,E
6948,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,Ubisoft Quebec,T
6949,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,Sumo Digital,E
6956,NBA Live 15,PlayStation 4,2014,Sports,Electronic Arts,EA Sports,E
6957,NASCAR Thunder 2004,Xbox,2003,Racing,Electronic Arts,EA Games,E
6958,Buffy the Vampire Slayer,Xbox,2002,Action,Electronic Arts,Double Helix Games,T
6960,Harry Potter and the Goblet of Fire,Xbox,2005,Action,Electronic Arts,Electronic Arts,E10+
6962,Sands of Destruction,DS,2008,Role-Playing,Sega,"Image Epoch, Imageepoch",T
6963,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,Magic Pockets,E
6964,Viva Pinata: Party Animals,Xbox 360,2007,Misc,Microsoft Game Studios,Krome Studios,E
6970,World Series Baseball,Xbox,2002,Sports,Sega,Blueshift,E
6971,Test Drive: Eve of Destruction,PlayStation 2,2004,Racing,Atari,Monster Games Inc.,T
6973,Dynasty Warriors: Gundam Reborn,PlayStation 3,2013,Action,Tecmo Koei,Omega Force,T
6974,Hatsune Miku: Project Diva f,PlayStation Vita,2012,Misc,Sega,Sega,T
6975,The Legend of Heroes: Trails of Cold Steel,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,Falcom,T
6976,Jeremy McGrath Supercross World,PlayStation 2,2001,Racing,Acclaim Entertainment,Acclaim,T
6977,The Scorpion King: Rise of the Akkadian,PlayStation 2,2002,Action,Universal Interactive,VU Games,T
6981,The Club,PlayStation 3,2008,Shooter,Sega,Bizarre Creations,M
6983,Meteos,DS,2005,Puzzle,Nintendo,Q Entertainment,E
6985,Star Wars Jedi Knight II: Jedi Outcast,GameCube,2002,Shooter,Activision,Vicarious Visions,T
6986,Tom Clancy's Splinter Cell,GameCube,2003,Action,Ubisoft,Ubisoft Shanghai,T
6987,Virtua Tennis 4,Xbox 360,2011,Sports,Sega,Sega,E
6988,ESPN NHL Hockey,PlayStation 2,2003,Sports,Sega,Kush Games,E
6990,DiRT Showdown,Xbox 360,2012,Racing,Codemasters,Codemasters,E10+
6991,The Incredible Hulk: Ultimate Destruction,Xbox,2005,Action,Vivendi Games,Radical Entertainment,T
6994,Gundam Battle Assault,PlayStation,1998,Fighting,Namco Bandai Games,Natsume,T
6996,XCOM 2,PC,2016,Strategy,Take-Two Interactive,Firaxis Games,T
7002,Cross Edge,PlayStation 3,2008,Role-Playing,Nippon Ichi Software,Compile Heart,T
7004,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,Headstrong Games,T
7012,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,Red Tribe,E10+
7017,Madagascar: Escape 2 Africa,PlayStation 3,2008,Action,Activision,Toys for Bob,E10+
7021,NBA 2K6,Xbox 360,2005,Action,Take-Two Interactive,Visual Concepts,E
7022,NASCAR 08,PlayStation 3,2007,Racing,Electronic Arts,EA Tiburon,E
7026,Mafia,Xbox,2004,Action,Take-Two Interactive,Illusion Softworks,M
7027,Grand Slam Tennis 2,PlayStation 3,2012,Sports,Electronic Arts,EA Sports,E
7028,Dynasty Warriors: Strikeforce,Xbox 360,2009,Action,Tecmo Koei,Omega Force,T
7029,Airblade,PlayStation 2,2001,Sports,Sony Computer Entertainment,Criterion Games,T
7032,Epic Mickey 2: The Power of Two,Wii U,2012,Action,Disney Interactive Studios,Junction Point,E
7038,Carnival Island,PlayStation 3,2011,Misc,Sony Computer Entertainment,Magic Pixel Games,E
7039,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,Ubisoft Montreal,M
7042,Genji: Dawn of the Samurai,PlayStation 2,2005,Action,Sony Computer Entertainment,Game Republic,M
7048,The Italian Job,PlayStation 2,2003,Racing,Eidos Interactive,Climax Group,T
7050,TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,Firebrand Games,E
7051,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,Disney Interactive Studios,E10+
7053,Freedom Fighters,Xbox,2003,Shooter,Electronic Arts,Io Interactive,T
7056,Soldier of Fortune II: Double Helix,Xbox,2003,Shooter,Activision,Gratuitous Games,M
7059,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,Kojima Productions,E10+
7062,Final Fantasy XI: Treasures of Aht Urhgan,PlayStation 2,2006,Role-Playing,Square Enix,Square Enix,T
7063,WWE All Stars,3DS,2011,Fighting,THQ,THQ,T
7064,Alundra,PlayStation,1997,Role-Playing,Psygnosis,Matrix Software,T
7066,Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,JGI Entertainment,M
7067,Madden NFL 13,Wii U,2012,Sports,Electronic Arts,EA Tiburon,E
7072,Transformers: Devastation,PlayStation 4,2015,Action,Activision,PlatinumGames,T
7075,BlowOut,PlayStation 2,2003,Shooter,Zoo Digital Publishing,Terminal Reality,T
7076,NFL Blitz Pro,PlayStation 2,2003,Sports,Midway Games,Midway,E
7077,Tiger Woods PGA Tour 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
7081,Pinball Hall of Fame: The Gottlieb Collection,PlayStation Portable,2005,Misc,Play It,Farsight Studios,E
7083,Disgaea: Afternoon of Darkness,PlayStation Portable,2006,Role-Playing,Tecmo Koei,Nippon Ichi Software,T
7085,Toukiden Kiwami,PlayStation Vita,2014,Action,Tecmo Koei,"Omega Force, Koei Tecmo Games",T
7089,SSX On Tour,PlayStation Portable,2005,Sports,Electronic Arts,EA Montreal,E
7092,Rune Factory: Tides of Destiny,PlayStation 3,2011,Role-Playing,Marvelous Interactive,Neverland,E10+
7093,Ys Seven,PlayStation Portable,2009,Role-Playing,Falcom Corporation,Falcom,T
7096,Lumines: Electronic Symphony,PlayStation Vita,2012,Misc,Ubisoft,Q Entertainment,E
7097,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,Vicarious Visions,E10+
7098,The Polar Express,PlayStation 2,2004,Adventure,THQ,Blue Tongue,E
7100,AC/DC LIVE: Rock Band Track Pack,Xbox 360,2008,Misc,MTV Games,Harmonix Music Systems,T
7102,Valhalla Knights 2,PlayStation Portable,2008,Role-Playing,Rising Star Games,K2,E10+
7105,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,Yager,M
7107,NBA ShootOut 2003,PlayStation 2,2002,Sports,Sony Computer Entertainment,SCEA,E
7113,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,Firebrand Games,E10+
7115,Rogue Ops,PlayStation 2,2003,Action,Kemco,Bits Studios,M
7118,Killer is Dead,PlayStation 3,2013,Action,Deep Silver,Grasshopper Manufacture,M
7119,F1 2014,Xbox 360,2014,Racing,Codemasters,Codemasters Birmingham,E
7121,Legion: The Legend of Excalibur,PlayStation 2,2002,Action,Midway Games,7 Studios,M
7128,Spartan: Total Warrior,PlayStation 2,2005,Action,Sega,Creative Assembly,M
7140,Justice League Heroes,PlayStation Portable,2006,Role-Playing,Eidos Interactive,Snowblind Studios,T
7142,Conflict: Vietnam,Xbox,2004,Shooter,SCi,Pivotal Games,M
7144,Whirl Tour,PlayStation 2,2002,Sports,Crave Entertainment,Papaya Studios,E
7148,NBA Street: Showdown,PlayStation Portable,2005,Sports,Electronic Arts,EA Canada,E
7150,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,Konami,E
7151,Skies of Arcadia Legends,GameCube,2002,Role-Playing,Atari,Overworks,T
7154,Breath of Fire,Game Boy Advance,2001,Role-Playing,Ubisoft,Capcom,E
7156,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,Piranha Bytes,M
7161,NCAA Football 2005,GameCube,2004,Sports,Electronic Arts,EA Sports,E
7162,Hamtaro: Ham-Ham Games,Game Boy Advance,2004,Sports,Nintendo,Alphadream Corporation,E
7165,Soul Sacrifice Delta,PlayStation Vita,2014,Action,Sony Computer Entertainment,SCE Japan Studio,M
7167,NASCAR 2011: The Game,Wii,2011,Racing,Activision,Eutechnyx,E
7170,Spider-Man: Edge of Time,PlayStation 3,2011,Action,Activision,Beenox,T
7172,Ride,PlayStation 4,2015,Racing,Milestone S.r.l.,Milestone S.r.l,E
7174,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,Tecmo Koei Games,T
7176,Galactic Wrestling: Featuring Ultimate Muscle,PlayStation 2,2004,Fighting,Namco Bandai Games,Aki Corp.,T
7177,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,EA Canada,T
7178,Dino Stalker,PlayStation 2,2002,Shooter,Capcom,Capcom,M
7183,Mega Man Zero 3,Game Boy Advance,2004,Platform,Capcom,Inti,E
7184,Super Swing Golf,Wii,2006,Sports,Nintendo,"Tecmo, Ntreev Soft",E10+
7185,G-Force,PlayStation 3,2009,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
7186,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,"Image Epoch, Imageepoch",T
7188,Shinobi,3DS,2011,Platform,Sega,Griptonite Games,T
7190,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,Vicarious Visions,E
7191,Risen 2: Dark Waters,PlayStation 3,2012,Role-Playing,Deep Silver,Piranha Bytes,M
7192,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,Backbone Entertainment,E10+
7195,MotoGP 09/10,PlayStation 3,2010,Racing,Capcom,Monumental Games,E
7196,The Lord of the Rings: The Third Age,Game Boy Advance,2004,Role-Playing,Electronic Arts,Griptonite Games,T
7197,Dinosaur King,DS,2007,Strategy,Sega,Climax Entertainment,E
7198,The Suffering,Xbox,2004,Action,Midway Games,Surreal Software,M
7200,Tetris Worlds,GameCube,2002,Puzzle,THQ,Radical Entertainment,E
7206,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,Maxis,T
7208,Viewtiful Joe 2,GameCube,2004,Action,Capcom,Clover Studio,T
7212,Child of Eden,PlayStation 3,2011,Shooter,Ubisoft,Q Entertainment,E10+
7217,Touch the Dead,DS,2007,Shooter,Eidos Interactive,Secret Stash Games,M
7219,Nickelodeon Party Blast,Xbox,2002,Misc,Infogrames,Data Design Interactive,E
7220,Jackass the Game,PlayStation Portable,2007,Action,Empire Interactive,Sidhe Interactive,M
7221,Ragnarok DS,DS,2008,Role-Playing,GungHo,GungHo,E10+
7224,Shellshock: Nam '67,Xbox,2004,Shooter,Eidos Interactive,Guerrilla,M
7228,Magna Carta: Tears of Blood,PlayStation 2,2004,Role-Playing,505 Games,SoftMax,T
7229,All-Star Baseball 2002,GameCube,2001,Sports,Acclaim Entertainment,Acclaim,E
7231,Capcom vs. SNK,Dreamcast,2000,Fighting,Virgin Interactive,Capcom,T
7232,Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009,Misc,Crave Entertainment,Farsight Studios,E10+
7233,Aliens vs Predator: Requiem,PlayStation Portable,2007,Action,Vivendi Games,Rebellion,T
7234,Dishonored 2,Xbox One,2016,Action,Bethesda Softworks,Arkane Studios,M
7235,Asphalt: Injection,PlayStation Vita,2011,Action,Ubisoft,Ubisoft,E10+
7237,From Russia With Love,GameCube,2005,Action,Electronic Arts,Electronic Arts,T
7239,Guitar Hero: Smash Hits,PlayStation 2,2009,Misc,Activision,Beenox,T
7240,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Sports,E
7241,NFL Quarterback Club 2002,PlayStation 2,2001,Sports,Acclaim Entertainment,Acclaim,E
7242,NCAA Basketball 09,Xbox 360,2008,Sports,Electronic Arts,EA Canada,E
7244,Shin Megami Tensei: Persona,PlayStation Portable,2009,Role-Playing,Atlus,ITL,T
7246,Lords of the Fallen,Xbox One,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
7247,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
7249,Growlanser: Heritage of War,PlayStation 2,2006,Role-Playing,Rising Star Games,Career Soft,T
7250,Ben 10 Alien Force: Vilgax Attacks,Xbox 360,2009,Action,D3Publisher,Papaya Studios,E10+
7252,Rugby 2004,PlayStation 2,2003,Sports,Electronic Arts,HB Studios Multimedia,E
7255,Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,Tamsoft,M
7256,NBA 06,PlayStation Portable,2005,Sports,Sony Computer Entertainment,SCEA Sports Studio,E
7257,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,AQ Interactive,E
7258,Naruto: Ninja Council,Game Boy Advance,2003,Action,Tomy Corporation,Aspect,E10+
7260,Tropico 3,Xbox 360,2009,Strategy,Kalypso Media,Haemimont,T
7262,Deadly Creatures,Wii,2009,Action,THQ,Rainbow Studios,T
7263,Naruto Shippuden: Ultimate Ninja Storm Revolution,Xbox 360,2014,Fighting,Namco Bandai Games,CyberConnect2,T
7266,Dead Island,PC,2011,Action,Deep Silver,Techland,M
7267,NFL 2K3,GameCube,2002,Sports,Sega,Visual Concepts,E
7275,Hunted: The Demon's Forge,Xbox 360,2011,Action,Bethesda Softworks,InXile Entertainment,M
7281,Britney's Dance Beat,Game Boy Advance,2002,Misc,THQ,Art,E
7282,Shrek SuperSlam,GameCube,2005,Action,Activision,Shaba Games,E10+
7283,Full Auto,Xbox 360,2006,Shooter,Sega,Pseudo Interactive,T
7285,Herdy Gerdy,PlayStation 2,2002,Adventure,Eidos Interactive,Core Design Ltd.,E
7287,Afrika,PlayStation 3,2008,Adventure,Unknown,Rhino Studios,E10+
7294,Over G Fighters,Xbox 360,2006,Simulation,Ubisoft,Taito Corporation,T
7297,Angry Birds Star Wars,PlayStation 4,2013,Strategy,Activision,Exient Entertainment,E
7298,Hot Shots Tennis: Get a Grip,PlayStation Portable,2010,Sports,Sony Computer Entertainment,Clap Hanz,E
7301,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,LucasArts,T
7302,The Dukes of Hazzard: Return of the General Lee,PlayStation 2,2004,Racing,Ubisoft,Ratbag,E
7306,Crash 'N' Burn,PlayStation 2,2004,Racing,Eidos Interactive,Climax Group,T
7307,NBA,PlayStation Portable,2005,Sports,Sony Computer Entertainment,989 Sports,E
7315,Disaster Report,PlayStation 2,2002,Action,Agetec,Irem,T
7317,Armored Core V,Xbox 360,2012,Simulation,Namco Bandai Games,From Software,T
7319,College Hoops 2K7,Xbox 360,2006,Sports,Take-Two Interactive,2K Sports,E
7324,Rampage: Total Destruction,Wii,2006,Action,Midway Games,"Pipeworks Software, Inc.",E10+
7327,The Bard's Tale,PlayStation 2,2004,Role-Playing,Ubisoft,InXile Entertainment,T
7331,Robotech: The Macross Saga,Game Boy Advance,2002,Shooter,TDK Mediactive,Lucky Chicken,E
7336,Conflict Zone,PlayStation 2,2002,Strategy,Ubisoft,MASA Group,T
7338,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,Intelligent Systems,T
7339,The Bureau: XCOM Declassified,Xbox 360,2013,Shooter,Take-Two Interactive,2K Marin,M
7340,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,EA DICE,T
7341,BloodRayne,Xbox,2002,Shooter,Universal Interactive,Terminal Reality,M
7345,NHL 2K6,Xbox,2005,Sports,Take-Two Interactive,2K Sports,E10+
7346,Hannah Montana: The Movie,Xbox 360,2009,Adventure,Disney Interactive Studios,n-Space,E
7347,Tenchu: Return From Darkness,Xbox,2004,Action,Activision,K2 LLC,M
7348,World Poker Tour,PlayStation 2,2005,Misc,Take-Two Interactive,Coresoft,T
7349,Neo Contra,PlayStation 2,2004,Shooter,Konami Digital Entertainment,KCET,M
7350,MVP Baseball,PlayStation Portable,2005,Sports,Electronic Arts,EA Canada,E
7353,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,Vicarious Visions,E
7359,Viewtiful Joe 2,PlayStation 2,2004,Action,Capcom,Clover Studio,T
7360,The BIGS 2,Xbox 360,2009,Sports,Take-Two Interactive,Blue Castle Games,E10+
7361,Quake III: Revolution,PlayStation 2,2001,Shooter,Electronic Arts,Bullfrog Productions,M
7362,Pac-Man World 3,PlayStation 2,2005,Platform,Namco Bandai Games,Blitz Games,E
7363,50 Cent: Blood on the Sand,Xbox 360,2009,Shooter,THQ,Swordfish Studios,M
7365,Journey,PlayStation 3,2012,Adventure,Sony Computer Entertainment Europe,ThatGameCompany,E
7367,SBK X: Superbike World Championship,PlayStation 3,2010,Racing,Black Bean Games,Milestone S.r.l,E10+
7372,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,Ganbarion,T
7373,Madden NFL 07,DS,2006,Sports,Electronic Arts,Exient Entertainment,E
7374,HBO Boxing,PlayStation,2000,Fighting,Acclaim Entertainment,Osiris Studios,E
7377,Bass Pro Shops: The Strike,Xbox 360,2009,Sports,XS Games,Piranha Games,E
7378,Darkwatch,Xbox,2005,Shooter,Ubisoft,High Moon Studios,M
7379,Disgaea D2: A Brighter Darkness,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T
7381,Maximo vs Army of Zin,PlayStation 2,2003,Platform,Capcom,Capcom,T
7384,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,Ubisoft Quebec,M
7386,Summoner 2,PlayStation 2,2002,Role-Playing,THQ,Volition Inc.,T
7390,Shadow of Destiny,PlayStation 2,2001,Adventure,Konami Digital Entertainment,Konami,T
7393,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,Team Ninja,T
7394,Cabela's Deer Hunt: 2004 Season,Xbox,2003,Sports,Activision Value,FUN Labs,T
7402,World of Final Fantasy,PlayStation Vita,2016,Role-Playing,Square Enix,Square Enix,E10+
7403,Danganronpa Another Episode: Ultra Despair Girls,PlayStation Vita,2014,Action,Nippon Ichi Software,Spike Chunsoft,M
7404,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,Konami,E
7405,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,Krome Studios,E10+
7408,The Wolf Among Us,PlayStation 4,2014,Adventure,Telltale Games,Telltale Games,M
7409,Cursed Mountain,Wii,2009,Adventure,Deep Silver,"Deep Silver, Sproing Interactive Media, Sproing",M
7412,Age of Empires: Mythologies,DS,2008,Strategy,THQ,Griptonite Games,E10+
7413,SBK Superbike World Championship,Xbox 360,2008,Racing,Black Bean Games,Milestone S.r.l,E10+
7414,Bionicle,GameCube,2003,Action,Electronic Arts,Argonaut Games,E
7416,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,n-Space,T
7418,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,WayForward,E
7422,Baja: Edge of Control,PlayStation 3,2008,Racing,THQ,2XL Games,E
7423,G.I. Joe: The Rise of Cobra,PlayStation 3,2009,Action,Electronic Arts,Double Helix Games,T
7426,UFC Undisputed 2010,PlayStation Portable,2010,Fighting,THQ,Yuke's,T
7427,World Series of Poker,PlayStation Portable,2005,Misc,Activision,Activision,E10+
7428,Rayman Raving Rabbids,Xbox 360,2007,Misc,Ubisoft,Ubisoft Montpellier,E
7429,Deus Ex: The Conspiracy,PlayStation 2,2002,Action,Eidos Interactive,Ion Storm,M
7430,Unreal II: The Awakening,Xbox,2004,Shooter,Atari,Tantalus Interactive,M
7431,Rumble Racing,PlayStation 2,2001,Racing,Electronic Arts,Electronic Arts,E
7432,Spider-Man: Web of Shadows,PlayStation 2,2008,Action,Activision,"Treyarch, Shaba Games",E10+
7433,Vampire Rain,Xbox 360,2007,Action,Microsoft Game Studios,Artoon,M
7434,Batman Begins,Xbox,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
7435,NBA Live 15,Xbox One,2014,Sports,Electronic Arts,EA Sports,E
7440,JSRF: Jet Set Radio Future,Xbox,2002,Action,Sega,Smilebit,T
7441,NHL Hitz 20-02,GameCube,2001,Sports,Midway Games,Midway,E
7442,Way of the Samurai 3,Xbox 360,2009,Action,Gamebridge,Acquire,M
7443,NCAA Football 2003,GameCube,2002,Sports,Electronic Arts,EA Sports,E
7445,Hitman: HD Trilogy,PlayStation 3,2013,Action,Square Enix,Io Interactive,M
7447,J Stars Victory Vs.,PlayStation Vita,2014,Fighting,Namco Bandai Games,Bandai Namco Games,T
7448,de Blob 2,PlayStation 3,2011,Platform,THQ,Blue Tongue Entertainment,E10+
7451,ESPN Winter X Games: Snowboarding 2002,PlayStation 2,2000,Sports,Konami Digital Entertainment,Konami,T
7452,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,h.a.n.d. Inc.,E10+
